Bloom's Taxonomy Level,Exam Questions
2,"Interpret the concept of feature importance in machine learning models, discussing methods for assessing the contribution of features to model predictions."
2,"Compare the various types of kernel functions used in support vector machines, discussing their effects on decision boundaries."
2,"Explain the concept of overfitting in machine learning, discussing its causes and techniques for preventing it, such as early stopping and dropout regularization."
2,"Discuss the principles of model interpretability techniques, explaining their use for explaining black-box model predictions."
2,Compare the different types of anomaly detection algorithms in terms of their detection capabilities and computational complexity.
2,"Explain the concept of data augmentation in deep learning, discussing techniques for generating synthetic data to improve model generalization."
2,"Discuss the principles of adversarial machine learning, explaining techniques for generating adversarial examples and defending against them."
2,"Interpret the concept of probabilistic graphical models, discussing their use for representing and reasoning under uncertainty."
2,Compare the different types of distance metrics used in clustering and classification tasks.
2,"Explain the concept of data preprocessing in machine learning, discussing techniques such as normalization, feature scaling, and missing value imputation."
2,"Discuss the principles of model deployment and monitoring in production environments, explaining strategies for ensuring model reliability and performance."
2,Compare the various types of recommendation systems in terms of their recommendation accuracy and scalability.
2,"Explain the concept of deep reinforcement learning, discussing its applications in game playing, robotics, and autonomous systems."
2,"Interpret the concept of interpretability-accuracy tradeoff in machine learning models, discussing approaches for balancing model complexity and explainability."
2,"Discuss the principles of semi-supervised learning techniques, explaining their use for leveraging unlabeled data to improve model performance."
2,Compare the different types of neural network activation functions in terms of their properties and suitability for deep learning.
2,"Explain the concept of bias in machine learning algorithms, discussing its sources and implications for model fairness and inclusivity."
2,"Discuss the principles of text preprocessing techniques, explaining their role in NLP tasks."
2,"Interpret the concept of data privacy and ethics in AI & DS, discussing challenges such as algorithmic bias, data anonymization, and informed consent."
2,Compare the various types of anomaly detection methods in terms of their sensitivity and specificity.
2,"Explain the concept of model explainability in machine learning, discussing techniques for interpreting model predictions and building trust with stakeholders."
2,"Discuss the principles of unsupervised learning techniques, explaining their use for discovering hidden patterns in data."
2,"Compare the principles of static and dynamic equilibrium in mechanical systems, discussing their implications for stability and motion analysis."
2,"Explain the concept of stress concentration in mechanical components, discussing its causes and methods for mitigating it."
2,"Interpret the concept of strain energy and its significance in mechanical design, discussing its relationship with material properties and deformation."
