Questions,Category
Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,BT5
"Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger. ",BT5
"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",BT5
Was Hemingway a great American writer? First you will need to define greatness.,BT5
What changes to . . . would you recommend?,BT5
What criteria would you use to assess the validity of a business contract?,BT5
What criteria would you use to assess...?,BT5
What do you think about . . .?,BT5
What is part of this book did you like best. Tell why you like it?,BT5
What is the most important...?,BT5
Which of the following actions would probably be least effective in determining the answer?,BT5
"Which of the two algorithms, bubblesort or quicksort, is more efficient? Justify your answer.",BT5
Would you have liked to have had Cinderella for a sister? Explain why or why not.,BT5
Write a list of criteria to judge the Willy raps.,BT5
Revise the story and specify the type of audience that would enjoy this book.,BT5
Estimate the epicentral coordinates of the earth-quake,BT5
Estimate the risk of serious illness for consumers in different susceptible population groups,BT5
Estimate expenditure on HIV/AIDS education,BT5
Estimate the difficulty of the question,BT5
Estimate roughly how long the collision process takes,BT5
What do you think is the best thing about coming to Viestal?,BT5
What do you think is the mass and why,BT5
What do you think are the strengths of using integrated math in your program?,BT5
Do you think that this statement conveys the idea that i am trying to portray,BT5
How do you think the community should grow or change,BT5
How Do You Think One Should Reason in Making Ethical Decisions in Business,BT5
Can you tell me about the stages of grief according to Elisabeth Kübler-Ross?,BT1
An infinitely long plane uniform plate is bounded by two parallel edges in the y direction and an end at right angles to them.,BT4
List out FIVE (5) ways how manufacturing and service companies have commitment toward the environmental friendly practices. ,BT1
Write short notes on the structure of RNA. ,BT2
A PIC 18 is connected to the 4MHz crystal oscillator.,BT3
What are the file access methods?,BT1
"Referring to the advertisement design below, evaluate the usage of Dominance and Unity in principles of design.",BT5
A fair coin is tossed 64 times.,BT3
What do you mean by Widmanstatten Structure?,BT1
Design a spring for a balance to measure 0 to 1000 N over a scale of length 80 mm.,BT3
Give the specifications and applications of SCR.,BT1
Causes of Gear Tooth Failure explain in detail.,BT4
Describe the types of vibrators used for compaction of concrete.,BT1
What are the causes of an earthquakes.,BT1
What is Biomass?,BT1
Explain the use of for loop with syntax and suitable programming example in Java.,BT2
"Draw the band diagram of a reverse biased pn junction. With reference to the band diagram and charge carriers, explain why there is negligible current flow in the diode. ",BT2
"The pre-planning stage of a lesson takes into consideration several factors. Name 
FIVE (5) external factors and briefly explain the importance of each of the factors. ",BT2
Differentiate between Convective and local Accelerations.,BT4
Describe Packet format of IPv6 in detail with suitable diagram.,BT4
List FIVE (5) basic types of research.,BT1
Give the mechanism of nitration of benzene.,BT3
What is the significance of coating on the material properties?,BT1
Determine the doping levels in the respective regions.,BT3
How is the equilibrium constant K related to the standard free energy change?,BT4
Write a short note on bearing materials.,BT1
Explain in detail the importance of preliminary geological exploration in civil engineering projects.,BT1
Write short note on current boosting regulator.,BT2
Derive formula for numerical differentiation of first order using Newtonâs forward interpolation technique.,BT4
Explain in brief the direct screen stencil making process.,BT1
"Using the process approach in writing composition, describe the activities you would 
carry out to write a composition entitled 'A visit to a zoo in a Form 1 class. ",BT2
Define Usability.,BT1
State  and explain the working principle of the DC generator along with a diagram.,BT1
Compare linear and switching mode power supply.,BT1
Draw Production Possibilities Frontier and Trading Possibilities Frontier for China and Thailand. Clearly label the total output before specialization and total output after trade in the diagrams.,BT2
Explain effective modular design with neat diagram.,BT4
Draw the ASM chart for the following state machine.,BT3
What is configuration identification in SCM?,BT1
List and explain various features of virtual 8086 mode.,BT1
Explain model for network security.,BT1
